date,department,actual_bed_occupancy_rate,predicted_bed_occupancy_rate,actual_admissions,predicted_admissions,actual_icu_utilization_rate,predicted_icu_utilization_rate
2025-08-08,Pediatrics,0.6666666666666666,0.6760758620398808,2.0,1.1379793079465286,0.0,0.12271357326983642
2025-08-08,Orthopedics,0.6818181818181818,0.6760227119582838,1.0,1.2540349895916139,0.0,0.26341885196287473
2025-08-08,Oncology,0.825,0.7974300206021828,2.0,1.2965056176910732,0.0,0.19776206219759285
2025-08-08,Neurology,0.8611111111111112,0.8095203146812908,1.0,1.0727931129062669,0.4,0.13191071307975738
2025-08-08,Surgery,0.7884615384615384,0.8116965051967093,2.0,1.6834158821538283,0.0,0.2542900484413968
2025-08-08,ICU,0.9117647058823528,0.9081908051606153,0.0,1.023806070140738,0.9117647058823528,0.8983292917523742
2025-08-08,General Medicine,0.8552631578947368,0.8717967234241504,3.0,3.0887911901032563,0.0,0.1331314020723821
2025-08-08,Emergency,0.9655172413793104,0.9836943794875893,4.0,3.2162666078957516,0.375,0.2624945012578999
2025-08-08,Cardiology,0.8541666666666666,0.8098961432370683,3.0,1.6950725883654691,0.3,0.2474640321972426
2025-08-08,Maternity,0.6521739130434783,0.657517807651816,1.0,1.2682601374436573,0.25,0.15672077811887802
2025-08-09,Surgery,0.8076923076923077,0.7983923674919688,1.0,1.7698943593449283,0.375,0.2710806050197575
2025-08-09,Pediatrics,0.7857142857142857,0.7109838873299755,1.0,1.1866724871750411,0.0,0.1354093084798421
2025-08-09,Orthopedics,0.75,0.7521955736439065,5.0,1.4885036097666708,0.0,0.2712070374129504
2025-08-09,Oncology,0.8,0.810717661417658,2.0,1.380252909006043,0.0,0.20755307900398007
2025-08-09,Neurology,0.8333333333333334,0.8133449301107972,0.0,1.1366525723295315,0.2,0.14382047873208983
2025-08-09,Maternity,0.6521739130434783,0.6158937945352946,1.0,0.6703157485038275,0.25,0.17535715183689668
2025-08-09,General Medicine,0.9078947368421052,0.8948685703136805,3.0,2.9220808804543013,0.0,0.1481090037018608
2025-08-09,Cardiology,0.7708333333333334,0.8180790119449063,2.0,1.7700400889420165,0.2,0.26011650518987733
2025-08-09,ICU,1.0,1.0175442586744599,2.0,1.6124975738059006,0.9411764705882352,0.902938205961003
2025-08-09,Emergency,1.0,0.9539779237717051,3.0,2.7326979296344796,0.25,0.2778865361043674
2025-08-10,Surgery,0.8653846153846154,0.8527852551838011,4.0,1.706049155613628,0.25,0.2724143748070743
2025-08-10,Neurology,0.8333333333333334,0.8496667437268964,5.0,1.0051355896709246,0.0,0.14027848002697269
2025-08-10,Pediatrics,0.7142857142857143,0.7545080897683055,0.0,1.7262440457672399,0.0,0.12817885558902684
2025-08-10,Orthopedics,0.7045454545454546,0.7248264798868751,2.0,1.3422593542520345,0.0,0.27220916387740474
2025-08-10,Oncology,0.825,0.7666016713141729,0.0,1.182465383308944,0.0,0.2089197425871863
2025-08-10,Maternity,0.7391304347826086,0.6930348456029901,4.0,1.0823781924816394,0.0,0.16537580069500754
2025-08-10,General Medicine,0.8289473684210527,0.8354200124383426,0.0,2.7333265779789544,0.0,0.1506583608202491
2025-08-10,Cardiology,0.6875,0.6536762058949351,0.0,0.46571783365877284,0.2,0.27366535230532907
2025-08-10,ICU,1.0,0.979967309600752,0.0,1.5124308176199048,0.9117647058823528,0.903007954123785
2025-08-10,Emergency,1.0,0.9761860930724211,4.0,2.8108753592663094,0.375,0.2762026448528734
2025-08-11,Cardiology,0.7708333333333334,0.7838911399104931,1.0,1.6956305608220141,0.2,0.2625994130369855
2025-08-11,Emergency,1.0,1.0056130679302555,5.0,3.2670321255604438,0.0,0.2733205013626253
2025-08-11,General Medicine,0.8157894736842105,0.8321139357771947,2.0,2.911069129192516,0.0,0.15322237958820523
2025-08-11,ICU,1.0,0.9667096472424824,1.0,1.4837717127146157,0.9411764705882352,0.9031005739788369
2025-08-11,Maternity,0.7391304347826086,0.7032415357516862,0.0,1.607469290109728,0.0,0.1638830008721432
2025-08-11,Neurology,0.8333333333333334,0.8869862062223722,2.0,1.4925009543045684,0.0,0.13578930977669113
2025-08-11,Oncology,0.725,0.7481732556366714,0.0,1.0864620499232358,0.0,0.21118779854206549
2025-08-11,Orthopedics,0.6590909090909091,0.5953406932675442,1.0,0.407107217246909,0.0,0.28376183433931135
2025-08-11,Pediatrics,0.7857142857142857,0.7516758996366458,1.0,1.8142943117032562,0.0,0.12844739250201057
2025-08-11,Surgery,0.8846153846153846,0.8528201749225125,4.0,1.8882360324709273,0.25,0.26075663500420865
2025-08-12,Emergency,0.9310344827586208,0.9672814699308968,2.0,3.213223554747132,0.125,0.26696490080347235
2025-08-12,Surgery,0.8269230769230769,0.8514368014360454,1.0,2.0282420976152657,0.125,0.2590771194653058
2025-08-12,Pediatrics,0.7619047619047619,0.658329780277396,1.0,1.0146560324871143,0.0,0.13466674240920565
2025-08-12,Orthopedics,0.6363636363636364,0.5829075451601597,0.0,0.5805605375733216,0.0,0.28105577957487066
2025-08-12,Oncology,0.675,0.7240909796032029,1.0,0.9320250298736941,0.3333333333333333,0.2098019935865869
2025-08-12,Cardiology,0.75,0.7513405530774026,0.0,1.3698711196019207,0.2,0.26237423005889127
2025-08-12,Maternity,0.6304347826086957,0.6075957356136645,0.0,0.8890685568637566,0.75,0.17022015535912352
2025-08-12,ICU,1.0,0.9194357167395327,1.0,1.2022951179991384,0.8823529411764706,0.9035665208963277
2025-08-12,General Medicine,0.8289473684210527,0.8488782179603231,4.0,2.8690659751450873,0.0,0.14772216317103476
2025-08-12,Neurology,0.8333333333333334,0.8300172127865872,1.0,1.1880921086505074,0.0,0.14077936113434864
2025-08-13,Neurology,0.8611111111111112,0.8562556141945008,2.0,1.2935201049774085,0.0,0.13537155524793054
2025-08-13,Pediatrics,0.7857142857142857,0.6679668341988856,1.0,1.1442987835112652,0.0,0.13113730268499071
2025-08-13,Orthopedics,0.7045454545454546,0.6537936385874181,1.0,1.0595091853454188,0.5,0.273200361530785
2025-08-13,Oncology,0.725,0.6873762247617397,2.0,0.5777293856586108,0.3333333333333333,0.20897031345358685
2025-08-13,Surgery,0.903846153846154,0.9093371421908578,5.0,2.1940198452549127,0.125,0.2516154765393636
2025-08-13,Maternity,0.6956521739130435,0.646660642220727,0.0,1.1355063005638042,0.25,0.1637975607518514
2025-08-13,General Medicine,0.8157894736842105,0.8285876205597076,4.0,2.6334387605458685,0.0,0.1451565954858886
2025-08-13,Emergency,1.0,0.9801517105187394,2.0,3.312694911798828,0.375,0.2636864771430041
2025-08-13,Cardiology,0.75,0.7880474420800121,1.0,1.8331646294042088,0.3,0.2548537374116401
2025-08-13,ICU,1.0,0.963074195620488,2.0,1.3204715065753279,0.9411764705882352,0.8983502192192833
2025-08-14,Pediatrics,0.7142857142857143,0.7349616518574592,2.0,1.533099858573586,0.1666666666666666,0.12545073511004232
2025-08-14,Orthopedics,0.6363636363636364,0.6377651256314523,1.0,0.7867074925570141,0.5,0.27150380127695095
2025-08-14,Oncology,0.8,0.7793968703979959,2.0,1.205615692401269,0.0,0.19859780099487695
2025-08-14,Neurology,0.9166666666666666,0.865140878571903,1.0,1.4585379390631334,0.4,0.13283892037150813
2025-08-14,Surgery,0.8653846153846154,0.8003229045271256,0.0,1.7372817202637008,0.125,0.2588646614507114
2025-08-14,ICU,1.0,0.9448826263630201,2.0,1.1945249817815031,0.9411764705882352,0.8970278389401747
2025-08-14,General Medicine,0.8157894736842105,0.850549914188916,3.0,2.9303248083424758,0.2,0.14040603370105867
2025-08-14,Emergency,1.0,0.9810407615451229,4.0,3.1310861430890444,0.375,0.2665503258995352
2025-08-14,Cardiology,0.8958333333333334,0.8238631518583057,4.0,1.9606311206159965,0.3,0.2478747053985815
2025-08-14,Maternity,0.6304347826086957,0.6448113695079336,0.0,1.1522571608997074,0.0,0.16257754601537877
2025-08-15,Surgery,0.7692307692307693,0.7902876857235562,0.0,1.773765908962901,0.5,0.2568498857399288
2025-08-15,Pediatrics,0.8095238095238095,0.7244574465049917,0.0,1.558853645240788,0.1666666666666666,0.12090485631745482
2025-08-15,Orthopedics,0.6818181818181818,0.6337727203041126,1.0,0.9927353683277873,0.0,0.26556969596871155
2025-08-15,Oncology,0.725,0.7397691193487383,0.0,1.0356318562137137,0.0,0.20103781637368345
2025-08-15,Neurology,0.75,0.7722057812208453,0.0,0.7722175698897799,0.0,0.13769378098658075
2025-08-15,Maternity,0.6304347826086957,0.6009210132519673,1.0,0.6318131212381521,0.25,0.16625922481937583
2025-08-15,General Medicine,0.8289473684210527,0.8371277986519574,1.0,2.826747225702401,0.2,0.1406046462938096
2025-08-15,Emergency,1.0,1.0137915873104864,6.0,3.2026797688188404,0.125,0.26352965318429694
2025-08-15,Cardiology,0.8333333333333334,0.7578272041617277,0.0,1.6707369634345617,0.1,0.2511687923753037
2025-08-15,ICU,0.9705882352941176,0.9472208096993036,1.0,1.3435642701475932,0.8529411764705882,0.8961024545536074
2025-08-16,Oncology,0.725,0.7617111760418996,0.0,0.938951648469386,0.3333333333333333,0.21456892260862948
2025-08-16,Pediatrics,0.6666666666666666,0.6615837822231895,0.0,0.8698841428710749,0.0,0.14104243584666223
2025-08-16,Orthopedics,0.7727272727272727,0.7040058364467721,0.0,1.3207908334788994,0.0,0.2748678436832366
2025-08-16,Neurology,0.8333333333333334,0.9014374442284568,1.0,1.7694820338372999,0.0,0.14259395052732618
2025-08-16,Surgery,0.7307692307692307,0.7965063578303426,2.0,1.306647343947004,0.125,0.27380875883957567
2025-08-16,ICU,1.0,0.9817620453398125,1.0,1.396438251374308,0.9705882352941176,0.9057846526024386
2025-08-16,Cardiology,0.75,0.8087137574115142,1.0,1.690638153826919,0.2,0.2630747600666789
2025-08-16,Maternity,0.5869565217391305,0.5467429277664783,0.0,0.21863669700277066,0.5,0.18480111771255078
2025-08-16,General Medicine,0.9605263157894736,0.8831202011182779,2.0,3.0627850519830853,0.4,0.1495312729043808
2025-08-16,Emergency,1.0,1.017511695769319,3.0,3.5505419845302635,0.0,0.2715371030515544
2025-08-17,Surgery,0.8269230769230769,0.8244443339957944,1.0,1.7266899867332721,0.25,0.265658341642798
2025-08-17,Pediatrics,0.8095238095238095,0.7402162993581748,4.0,1.2565297787177392,0.1666666666666666,0.13068977089082093
2025-08-17,Orthopedics,0.7272727272727273,0.7146926412884622,0.0,1.4355168298138419,0.0,0.2713078637062621
2025-08-17,Neurology,0.8888888888888888,0.8384353595743503,0.0,1.2238413600555786,0.4,0.144211022227389
2025-08-17,Oncology,0.675,0.6584302147692921,0.0,0.2401390567839763,0.0,0.21913068922320517
2025-08-17,ICU,1.0,0.9881509481101386,1.0,1.6411690394911687,0.9117647058823528,0.9009197910853114
2025-08-17,General Medicine,0.9078947368421052,0.8613552235530288,2.0,2.7972415195759632,0.0,0.1483700281952465
2025-08-17,Emergency,1.0,0.9575983229140805,2.0,2.897860775236801,0.5,0.27482553009864175
2025-08-17,Cardiology,0.7083333333333334,0.7791969891125335,1.0,1.501042382508917,0.2,0.26272933743431576
2025-08-17,Maternity,0.6521739130434783,0.6972482448743077,0.0,1.3992943832459401,0.0,0.16752691217968785
2025-08-18,Oncology,0.75,0.7399639738994891,0.0,1.1202355753020945,0.0,0.2098932101600212
2025-08-18,Surgery,0.7884615384615384,0.8170729814417582,2.0,1.6810346091359725,0.375,0.2658185468468568
2025-08-18,Pediatrics,0.7857142857142857,0.7628108820536782,1.0,1.7708211325727463,0.0,0.12730152306523754
2025-08-18,Orthopedics,0.7045454545454546,0.711842264379051,2.0,1.5300057128491567,0.0,0.26951877312796996
2025-08-18,Neurology,0.75,0.7243634649962476,0.0,0.36337826255950967,0.6,0.15319853825776567
2025-08-18,Cardiology,0.7708333333333334,0.7647337811380481,0.0,1.7155666624207553,0.2,0.26204271417500136
2025-08-18,ICU,1.0,0.9881302081339622,1.0,1.58663313895123,0.8823529411764706,0.9014761288126174
2025-08-18,General Medicine,0.9473684210526316,0.9236343352466665,7.0,3.1409778031395152,0.2,0.1432143210729417
2025-08-18,Emergency,1.0,0.9953908821847917,6.0,3.170085335442061,0.625,0.27575616537798014
2025-08-18,Maternity,0.6521739130434783,0.6051052075886633,0.0,0.8760735570261313,0.0,0.17455048681819738
